Text,Label,Cleaned_Text
এদের কঠোর শাস্তি দাবি করছি,2.0,এদের কঠোর শাস্তি দাবি করছি
এদেরকে এমন একটা বিচার করা হোক যেন পরবর্তীতে এ ধরনের ঘটনা আর না ঘটে,2.0,এদেরকে এমন একটা বিচার করা হোক যেন পরবর্তীতে এ ধরনের ঘটনা আর না ঘটে
সব কয়টার ফাঁসি দেওয়া হোক,2.0,সব কয়টার ফাঁসি দেওয়া হোক
ধর্ষকদের গুলি করে হত্যা ছাড়া আর কোন বিকল্প শাস্তি নেই,2.0,ধর্ষকদের গুলি করে হত্যা ছাড়া আর কোন বিকল্প শাস্তি নেই
অত্যন্ত কঠিন শাস্তি না দিলে এর সমস্যার সমাধান জীবনেও হবে না,2.0,অত্যন্ত কঠিন শাস্তি না দিলে এর সমস্যার সমাধান জীবনেও হবে না
সাথে সাথে ক্রসফায়ার করা উচিত ছিল,2.0,সাথে সাথে ক্রসফায়ার করা উচিত ছিল
ধর্ষণকারীদের কে শাপলা চক্করে নিয়ে জনগণের মাঝে ফাঁসি দেওয়া হোক,2.0,ধর্ষণকারীদের কে শাপলা চক্করে নিয়ে জনগণের মাঝে ফাঁসি দেওয়া হোক
বাধ্যতামূলক ‌ডি‌জিট‌লি রুট পাস এর ব্যবস্থা করা দরকার,2.0,বাধ্যতামূলক ‌ডি‌জিট‌লি রুট পাস এর ব্যবস্থা করা দরকার
হাতেনাতে ধরা ধর্ষকদের বিচার ছাড়াই জনসম্মুখে ক্রসফায়ার করা হোক,2.0,হাতেনাতে ধরা ধর্ষকদের বিচার ছাড়াই জনসম্মুখে ক্রসফায়ার করা হোক
মানুষ এত খারাপ কি ভাবে হয় বুজে আসেনা,0.0,মানুষ এত খারাপ কি ভাবে হয় বুজে আসেনা
এদেরকে ক্রসফায়ার দেওয়া উচিত,2.0,এদেরকে ক্রসফায়ার দেওয়া উচিত
ওদেরকে ক্রসফায়ারে দিলে কি হবে দষ্ন বন্ধ হয়ে যাবে,0.0,ওদেরকে ক্রসফায়ারে দিলে কি হবে দষ্ন বন্ধ হয়ে যাবে
কি আর বলবো এখানে আমাদের গ্রামের ও একজন আছে,2.0,কি আর বলবো এখানে আমাদের গ্রামের ও একজন আছে
বলছি কঠিন শাস্তি হউকফাঁসি দেওয়া হউক,2.0,বলছি কঠিন শাস্তি হউকফাঁসি দেওয়া হউক
এই নরপিশাচদের ফাঁসি চাই,2.0,এই নরপিশাচদের ফাঁসি চাই
ওদেরকে কঠিন সাছতি দেয়াহোক জাতে কেউআর সাহোসনা পায়,2.0,ওদেরকে কঠিন সাছতি দেয়াহোক জাতে কেউআর সাহোসনা পায়
ইনাশাআল্লাহ তিনিই রক্ষা করবেন,2.0,ইনাশাআল্লাহ তিনিই রক্ষা করবেন
স্পটে মেজিস্ট্রেট ডেকে ক্রস ফায়ার দেওয়াই সর্বোচ্চ উত্তম শাস্তি ছিল,2.0,স্পটে মেজিস্ট্রেট ডেকে ক্রস ফায়ার দেওয়াই সর্বোচ্চ উত্তম শাস্তি ছিল
ধর্ষকের প্রকাশে পাশি দেওয়া হোক,2.0,ধর্ষকের প্রকাশে পাশি দেওয়া হোক
এই ধর্ষণ ধর্ষণ ধর্ষণ এই নামটা শুনতে খুব বিরক্ত হয়ে গেছি,0.0,এই ধর্ষণ ধর্ষণ ধর্ষণ এই নামটা শুনতে খুব বিরক্ত হয়ে গেছি
ধর্ষণ এর নিউজ শোনার জন্য যেন আমি এক প্রতিনিয়ত দর্শক,0.0,ধর্ষণ এর নিউজ শোনার জন্য যেন আমি এক প্রতিনিয়ত দর্শক
আল্লাহর কাছ থেকে কিছু পেতে হলে আল্লাহর সাথে সম্পর্ক ভাল রাখতে হবে ,1.0,আল্লাহর কাছ থেকে কিছু পেতে হলে আল্লাহর সাথে সম্পর্ক ভাল রাখতে হবে
খালি একটা কথাই জানতে মন চায় এর শেষ কোথায়     ,2.0,খালি একটা কথাই জানতে মন চায় এর শেষ কোথায়
আমি দেশে থাকলে আমিও ধর্ষণের বিরুদ্ধে আন্দোলন করতাম,1.0,আমি দেশে থাকলে আমিও ধর্ষণের বিরুদ্ধে আন্দোলন করতাম
ধন্যবাদ জানাই যারা আন্দোলন করছে,1.0,ধন্যবাদ জানাই যারা আন্দোলন করছে
মানুষ আল্লাহর কুরআন এবং তার রাসূলের সা  এর আদর্শ ভুলে গেছে তাই এসব চলছে,2.0,মানুষ আল্লাহর কুরআন এবং তার রাসূলের সা এর আদর্শ ভুলে গেছে তাই এসব চলছে
শুধু জেলে নিয়ে খাবার নষ্ট করে লাভ কি,0.0,শুধু জেলে নিয়ে খাবার নষ্ট করে লাভ কি
এ দেশে কোরনায় প্রতিদিন যত মানুষ আক্রান্ত না হচ্ছে তারচেয়ে বেশি রেপ হচ্ছে,0.0,এ দেশে কোরনায় প্রতিদিন যত মানুষ আক্রান্ত না হচ্ছে তারচেয়ে বেশি রেপ হচ্ছে
হে আল্লাহ তুমি এদেশের থেকে সমস্ত দর্শন মুক্ত করে  দাও ,2.0,হে আল্লাহ তুমি এদেশের থেকে সমস্ত দর্শন মুক্ত করে দাও
দর্শনের বিশ্ব রেকর্ড আমরাই করবো শেষ,2.0,দর্শনের বিশ্ব রেকর্ড আমরাই করবো শেষ
আফসোস চরিত্রটা ফেলে আসিনি,0.0,আফসোস চরিত্রটা ফেলে আসিনি
মজিববর্ষ স্পেশাল ভাবেই পালন হচ্ছে,1.0,মজিববর্ষ স্পেশাল ভাবেই পালন হচ্ছে
দেশের নাম দেওয়ার উচিত ডিজিটাল দর্শন দেশ,0.0,দেশের নাম দেওয়ার উচিত ডিজিটাল দর্শন দেশ
স্বাধীন থেকে পরাধীন রাস্ট্রই ভাল ছিল স্বাধীন হয়ে কি লাভ হলো ,0.0,স্বাধীন থেকে পরাধীন রাস্ট্রই ভাল ছিল স্বাধীন হয়ে কি লাভ হলো
এই কাজ গুলি জারা করে ওদের কী মা বোন নাই,2.0,এই কাজ গুলি জারা করে ওদের কী মা বোন নাই
শুধু দরষন এর খবর বলার জন্য বাংলাদেশে আলাদা একটা চেনেল চালু করা দরকার,2.0,শুধু দরষন এর খবর বলার জন্য বাংলাদেশে আলাদা একটা চেনেল চালু করা দরকার
দেশে আসলেই কি যে চলছে মাথায় আসতেছে না,0.0,দেশে আসলেই কি যে চলছে মাথায় আসতেছে না
ধরসনের শাস্তি ফাসি চাই দিতে হবে,2.0,ধরসনের শাস্তি ফাসি চাই দিতে হবে
এ দেশে কি ধর্ষণের বিচার হবেনা ,2.0,এ দেশে কি ধর্ষণের বিচার হবেনা
এই কুলাংগার দের কঠোর শাস্তি দেওয়া উচিত যাতে আর কেউ এধরনের শাহশ না করতে পারে,2.0,এই কুলাংগার দের কঠোর শাস্তি দেওয়া উচিত যাতে আর কেউ এধরনের শাহশ না করতে পারে
আললাহ পাক এর কাছে বিচার দিলাম,2.0,আললাহ পাক এর কাছে বিচার দিলাম
যারা প্রতিনিয়ত দেশের দর্শন খুন খারাবি করে তাদের যেন ফাঁসি হয়,2.0,যারা প্রতিনিয়ত দেশের দর্শন খুন খারাবি করে তাদের যেন ফাঁসি হয়
সকলে একজোট হয়ে তাদের জন্য বিচার চাই,2.0,সকলে একজোট হয়ে তাদের জন্য বিচার চাই
জানোয়ারদের ফাসি চাই,2.0,জানোয়ারদের ফাসি চাই
কি জুগ আইলোরে বাবা চারি দিকে খালি ধরসোন আর ধরসোন,0.0,কি জুগ আইলোরে বাবা চারি দিকে খালি ধরসোন আর ধরসোন
শুধু মাত্র একটা ধর্ষণের বিচার বাংলাদেশের ঠিকমতো হোক  দাবি একটাই,2.0,শুধু মাত্র একটা ধর্ষণের বিচার বাংলাদেশের ঠিকমতো হোক দাবি একটাই
আসল দুষি যে কে তা আল্লাহ্তায়ালা ভালো জানেন,2.0,আসল দুষি যে কে তা আল্লাহ্তায়ালা ভালো জানেন
হে আল্লাহ তুমি সত্যের জয় করিও,2.0,হে আল্লাহ তুমি সত্যের জয় করিও
কোন আদালতের দরকার নেই ডাইরেক্ট ফাঁসি দিয়ে দাও,2.0,কোন আদালতের দরকার নেই ডাইরেক্ট ফাঁসি দিয়ে দাও
আল্লাহ আমাদের হেফাজত কর,2.0,আল্লাহ আমাদের হেফাজত কর
পরকিয়ার বিচার যদি দেশে থাকত তাহলে মনে হয় এমন দূ্র্ঘটনা দেশে ঘটত না,2.0,পরকিয়ার বিচার যদি দেশে থাকত তাহলে মনে হয় এমন দূ্র্ঘটনা দেশে ঘটত না
আল্লাহ আমাদের প্রত্যেক কে কোরআন ও হাদিস মোতাবেক চলার তৌফিক দান করুণ,2.0,আল্লাহ আমাদের প্রত্যেক কে কোরআন ও হাদিস মোতাবেক চলার তৌফিক দান করুণ
বর্তমানে পরকীয়ার জেরে জড়িয়ে যাচ্ছে এমন হাজার হাজার প্রাণ,2.0,বর্তমানে পরকীয়ার জেরে জড়িয়ে যাচ্ছে এমন হাজার হাজার প্রাণ
যদি মেয়েটা পরোক্রিয়া করে তাইলে ডিভোর্স দিতে পারত মেরে ফেলাটা অন্যায় হয়েছে তার ,2.0,যদি মেয়েটা পরোক্রিয়া করে তাইলে ডিভোর্স দিতে পারত মেরে ফেলাটা অন্যায় হয়েছে তার
বেশিরভাগ ক্ষেত্রে শিক্ষিত মেয়ে গুলো নিজেকে অনেক বড় মনে করে,0.0,বেশিরভাগ ক্ষেত্রে শিক্ষিত মেয়ে গুলো নিজেকে অনেক বড় মনে করে
একটা মানুষের উপর তখনই আর একজন খিপ্তহয় যখন সেইপরিমাণ অন্নায় করে,0.0,একটা মানুষের উপর তখনই আর একজন খিপ্তহয় যখন সেইপরিমাণ অন্নায় করে
খুবই অমানবিক হত্যা এর একটা সুস্থ সঠিক বিচার হওয়া উচিৎ,2.0,খুবই অমানবিক হত্যা এর একটা সুস্থ সঠিক বিচার হওয়া উচিৎ
মা বাপ ছেড়ে স্বামীর কাছে স্বামীর কাছে যদি জীবনে নিরাপদ না হয় আর কার কাছে হবে,0.0,মা বাপ ছেড়ে স্বামীর কাছে স্বামীর কাছে যদি জীবনে নিরাপদ না হয় আর কার কাছে হবে
সেই আসল বুদ্ধিমান যে এই পৃথিবীতে আল্লাহকে আপন করতে পেরেছে,1.0,সেই আসল বুদ্ধিমান যে এই পৃথিবীতে আল্লাহকে আপন করতে পেরেছে
মেয়েটা যদি কোনো দোষ করেও থাকে তাহলে তাকে মেরে ফেলা উচিত হয় নি,2.0,মেয়েটা যদি কোনো দোষ করেও থাকে তাহলে তাকে মেরে ফেলা উচিত হয় নি
দেশের প্রতিটি খুন মামলার আসামিদের যদি ক্রস ফায়ার দিত তাহলে বিচারের জন্য অপেক্ষা করতে হতোনা,0.0,দেশের প্রতিটি খুন মামলার আসামিদের যদি ক্রস ফায়ার দিত তাহলে বিচারের জন্য অপেক্ষা করতে হতোনা
মেঘলার খুনিদের কঠোর থেকে কঠোর শাস্তির দাবি করছি,2.0,মেঘলার খুনিদের কঠোর থেকে কঠোর শাস্তির দাবি করছি
হত্যাকারীর কঠিন শাস্তি হবে ইনশাআল্লাহ,2.0,হত্যাকারীর কঠিন শাস্তি হবে ইনশাআল্লাহ
এই স্বৈরাচারী খুনি স্বামীর অতি দ্রুত বিচার হোক,2.0,এই স্বৈরাচারী খুনি স্বামীর অতি দ্রুত বিচার হোক
মারার কি দরকার ছিল ভালো না লাগলে তালাক দিত,0.0,মারার কি দরকার ছিল ভালো না লাগলে তালাক দিত
এক সপ্তাহের মধ্যে ফাঁসি চাই,2.0,এক সপ্তাহের মধ্যে ফাঁসি চাই
পরকিয়ার বিচার চাই শুধু হত্যার বিচার হলে হবে না,2.0,পরকিয়ার বিচার চাই শুধু হত্যার বিচার হলে হবে না
নারীদের বিরুদ্ধে পরকীয়ার আইন ও পাশ হোক,2.0,নারীদের বিরুদ্ধে পরকীয়ার আইন ও পাশ হোক
স্ত্রীরা পরকীয়া করে তাদের কেন দোষ হয়না মহিলার কেন বিচার হয়না,0.0,স্ত্রীরা পরকীয়া করে তাদের কেন দোষ হয়না মহিলার কেন বিচার হয়না
সঠিকভাবে তদন্ত হলে মেয়েটির দোষ খুঁজে পাওয়া যাবে,2.0,সঠিকভাবে তদন্ত হলে মেয়েটির দোষ খুঁজে পাওয়া যাবে
মেঘলা যখন পরকিয়াই লিপ্ত ছিল তখন আইন কোথায় ছিল   ,0.0,মেঘলা যখন পরকিয়াই লিপ্ত ছিল তখন আইন কোথায় ছিল
অনেক ধন্যবাদ পুলিশ ভাইদের গরীবের ছেলেটা কে তার বাবার কাছে ফিরিয়ে দেওয়ার জন্য,1.0,অনেক ধন্যবাদ পুলিশ ভাইদের গরীবের ছেলেটা কে তার বাবার কাছে ফিরিয়ে দেওয়ার জন্য
কি লাভ এরা আবার জামিনে বের হয়ে যাবে যে দেশের আইন ঠিক নাই তবে এরা ঠিক হবে কি করে,0.0,কি লাভ এরা আবার জামিনে বের হয়ে যাবে যে দেশের আইন ঠিক নাই তবে এরা ঠিক হবে কি করে
আহারে গরীব মানুষ এতো টাকা কই পাবে,2.0,আহারে গরীব মানুষ এতো টাকা কই পাবে
আল কুরআন অবমানকারীদের পাসি চাই,2.0,আল কুরআন অবমানকারীদের পাসি চাই
আমাদের দেশের আইন বলতে কিছুই নাই শুধু নামেই পুলিশ আছে আইন আছে,0.0,আমাদের দেশের আইন বলতে কিছুই নাই শুধু নামেই পুলিশ আছে আইন আছে
সব কয়টা মাদক ব‍্যাসায়িকে ধরে কঠিন শাস্তি দেওয়া হক,2.0,সব কয়টা মাদক ব‍্যাসায়িকে ধরে কঠিন শাস্তি দেওয়া হক
আরও অনেক কিছু দেখার বাকি আছে দেশটা নস্ট হয়ে গেছে,0.0,আরও অনেক কিছু দেখার বাকি আছে দেশটা নস্ট হয়ে গেছে
ইসলামের ইতিহাস জানতে আগ্রহীদের স্বাগতম,2.0,ইসলামের ইতিহাস জানতে আগ্রহীদের স্বাগতম
শক্তিশালী সে যে রাগের সময় নিজেকে নিয়ন্ত্রণে রাখতে পারে,1.0,শক্তিশালী সে যে রাগের সময় নিজেকে নিয়ন্ত্রণে রাখতে পারে
ফ্রিজে পানি থাকলে যেমন ঠান্ডা হয় ঠিক তেমনি কোরআন তেলাওয়াত করলে কলিজা ঠান্ডা হয় ,1.0,ফ্রিজে পানি থাকলে যেমন ঠান্ডা হয় ঠিক তেমনি কোরআন তেলাওয়াত করলে কলিজা ঠান্ডা হয়
বিয়ের সিদ্ধান্ত রাজি না হলে ছেলের উচিত সরে যাওয়া সবার স্বাধীনতা আছে,2.0,বিয়ের সিদ্ধান্ত রাজি না হলে ছেলের উচিত সরে যাওয়া সবার স্বাধীনতা আছে
ইয়া আল্লাহ আপনি পৃথিবীর সমস্ত মানুষকে সৎ বুদ্ধি ও সৎ বিবেক দান করুন,1.0,ইয়া আল্লাহ আপনি পৃথিবীর সমস্ত মানুষকে সৎ বুদ্ধি ও সৎ বিবেক দান করুন
এই বিষয় গুলোর যদি ঠিক মতো বিছার করা যেত জনসম্মুখেতাহলে দেশে অপরাধের মাত্রা কমে যেত,2.0,এই বিষয় গুলোর যদি ঠিক মতো বিছার করা যেত জনসম্মুখেতাহলে দেশে অপরাধের মাত্রা কমে যেত
আবেগ জীবনটা শেষ করে দিলো,0.0,আবেগ জীবনটা শেষ করে দিলো
তুমি জানো না বাংলাদেশের আইন বর্তমানে কতটা কঠোর ও সাফল্য,2.0,তুমি জানো না বাংলাদেশের আইন বর্তমানে কতটা কঠোর ও সাফল্য
দেশে প্রকৃত বিচার না হওয়ায় ওরা এরকম সাহস পাচ্ছে ,0.0,দেশে প্রকৃত বিচার না হওয়ায় ওরা এরকম সাহস পাচ্ছে
এই জেলাটাকে বাংলাদেশের বাইরে ঘোষিত করে দেয়া হোক,2.0,এই জেলাটাকে বাংলাদেশের বাইরে ঘোষিত করে দেয়া হোক
নিজেরাই সরকার গঠন করে একটা স্বাধীন জেলা হয়ে থাকুকআর যা মনে চায় যেমনে মনে চায় করতে থাকুক,2.0,নিজেরাই সরকার গঠন করে একটা স্বাধীন জেলা হয়ে থাকুকআর যা মনে চায় যেমনে মনে চায় করতে থাকুক
তালেবানদের স্টাইলে বিচার করা খুব প্রয়োজন,2.0,তালেবানদের স্টাইলে বিচার করা খুব প্রয়োজন
এ মায়ের কষ্টটা অন্তত দিয়ে বুঝার চেষ্টা করুন দেখবেন কষ্ট কতটুকু,2.0,এ মায়ের কষ্টটা অন্তত দিয়ে বুঝার চেষ্টা করুন দেখবেন কষ্ট কতটুকু
দেশে কোনো সঠিক বিচার হয় না তাই অপরাধ বাড়তেই থাকে,0.0,দেশে কোনো সঠিক বিচার হয় না তাই অপরাধ বাড়তেই থাকে
সকল অপহরণ কারী কে গ্রেফতার করে ক্রসফায়ারে মেরে ফেলা হোক,2.0,সকল অপহরণ কারী কে গ্রেফতার করে ক্রসফায়ারে মেরে ফেলা হোক
আমরা যে বাঙালি ভাবতেও খারাপ লাগেআইনের শুসাসন না থাকলে যা হয় আর কি,0.0,আমরা যে বাঙালি ভাবতেও খারাপ লাগেআইনের শুসাসন না থাকলে যা হয় আর কি
এইগুলোকে সবার সামনে ক্রসফায়ার করা যে দিন হবে সেদিন এই রকম আর অপরাধ হবেনা,2.0,এইগুলোকে সবার সামনে ক্রসফায়ার করা যে দিন হবে সেদিন এই রকম আর অপরাধ হবেনা
বাংলাদেশের সুষ্ঠু বিচার ব্যবস্থার অভাব নেই আইনের সুশাসন প্রতিষ্ঠার মনোভাব ,0.0,বাংলাদেশের সুষ্ঠু বিচার ব্যবস্থার অভাব নেই আইনের সুশাসন প্রতিষ্ঠার মনোভাব
এসব ঘটনার সঠিক বিচার হলোজনসম্মুখে কঠিন শাস্তি দেওয়া উচিত আমার মনে হয়,2.0,এসব ঘটনার সঠিক বিচার হলোজনসম্মুখে কঠিন শাস্তি দেওয়া উচিত আমার মনে হয়
দৃষ্টান্তমূলক শাস্তি চাই    ,2.0,দৃষ্টান্তমূলক শাস্তি চাই
কঠিক শাস্তি হওয়ার দরকারশাস্তি হয় না দেখে তো এ অবস্থা,2.0,কঠিক শাস্তি হওয়ার দরকারশাস্তি হয় না দেখে তো এ অবস্থা
দেশে আইনের দূর্বলতায় বাড়ছে এমন অবক্ষয়,0.0,দেশে আইনের দূর্বলতায় বাড়ছে এমন অবক্ষয়
যদি আজকে বাংলাদেশে আইন কানুন থাকতো তাহলে হয়তো এমন হতো না,0.0,যদি আজকে বাংলাদেশে আইন কানুন থাকতো তাহলে হয়তো এমন হতো না
জজ সাহেব জামিন দিতে সময় লাগবে না,0.0,জজ সাহেব জামিন দিতে সময় লাগবে না
আহারে দেশে সঠিকভাবে বিচার হচ্ছে না অপরাধীরা আবার আবার অপরাধ করে পার পেয়ে যাচ্ছে,0.0,আহারে দেশে সঠিকভাবে বিচার হচ্ছে না অপরাধীরা আবার আবার অপরাধ করে পার পেয়ে যাচ্ছে
পুলিশ আসামি ধরছে আইনজীবী টাকা খাইয়া জামিন দিবো,0.0,পুলিশ আসামি ধরছে আইনজীবী টাকা খাইয়া জামিন দিবো
দেশে সঠিক বিচার নাই তাই এই অবস্থা টাকা যেদিকে বিচার সেদিকে,0.0,দেশে সঠিক বিচার নাই তাই এই অবস্থা টাকা যেদিকে বিচার সেদিকে
এলাকার লোকজন কিছুদিন পর পর নতুন নতুন কাহিনির জন্ম দেয়,0.0,এলাকার লোকজন কিছুদিন পর পর নতুন নতুন কাহিনির জন্ম দেয়
প্রশাষন কিভাবে এদেরকে কঠিন স্বাস্তির আওতায় আনতে পারেনা আমার বুঝে আসে না,0.0,প্রশাষন কিভাবে এদেরকে কঠিন স্বাস্তির আওতায় আনতে পারেনা আমার বুঝে আসে না
দেশে বিচার আছে কি না তা এই বিচারের রায় বুলে দিবে,0.0,দেশে বিচার আছে কি না তা এই বিচারের রায় বুলে দিবে
এদেরকে কঠিন শাস্তি দেওয়া হোক,2.0,এদেরকে কঠিন শাস্তি দেওয়া হোক
কঠিন বিচার হওয়া দরকার,2.0,কঠিন বিচার হওয়া দরকার
আদালতে না নিয়ে গ্রামে বিচার করা হলে ভাল হবে,2.0,আদালতে না নিয়ে গ্রামে বিচার করা হলে ভাল হবে
অপরাধীরা পরবর্তীতেও কিন্তুু তাদের ক্ষতি করতে পারে  সেই দিকে প্রশাসনের নজরে আনতে হবে ,2.0,অপরাধীরা পরবর্তীতেও কিন্তুু তাদের ক্ষতি করতে পারে সেই দিকে প্রশাসনের নজরে আনতে হবে
এই পরিবারের নিরাপত্তা নিশ্চিত করতে হবে,2.0,এই পরিবারের নিরাপত্তা নিশ্চিত করতে হবে
আমারা মানুষ হয়ে ও পশুর মতো কাজ করছি,0.0,আমারা মানুষ হয়ে ও পশুর মতো কাজ করছি
সঠিক বিচার চাই কঠিন শাস্তি চাই,2.0,সঠিক বিচার চাই কঠিন শাস্তি চাই
আল্লাহ সবাইকে হেদায়েত দান করো,2.0,আল্লাহ সবাইকে হেদায়েত দান করো
গ্রেফতার করলে কি হবে জামিনে বাহির হয়ে আবার এমন করবে ,0.0,গ্রেফতার করলে কি হবে জামিনে বাহির হয়ে আবার এমন করবে
এমন ঘটনার জামিন সিস্টেম উঠিয়ে দিন,2.0,এমন ঘটনার জামিন সিস্টেম উঠিয়ে দিন
এসবের বিচার হবেনা হবে আলেমদের ,0.0,এসবের বিচার হবেনা হবে আলেমদের
শাস্তি হবে আশা করি না হলে আরো অনেক জন্য সাহস পাবে,2.0,শাস্তি হবে আশা করি না হলে আরো অনেক জন্য সাহস পাবে
কঠিন শাস্তির দাবি জানাচ্ছিযাতে কেউ আর এরকম ঘটনা ঘটানোর সাহস আর না পাই,2.0,কঠিন শাস্তির দাবি জানাচ্ছিযাতে কেউ আর এরকম ঘটনা ঘটানোর সাহস আর না পাই
কোনোকিছু বিচার হয়না বলেই অপরাধ বাড়ছে,0.0,কোনোকিছু বিচার হয়না বলেই অপরাধ বাড়ছে
বিচারের দায়িত্বটা যদি আমাকে দেয়া হতো তাহলে ওরে শহরের সিগন্যালে সাতদিন ঝুলিয়ে রাখতাম,0.0,বিচারের দায়িত্বটা যদি আমাকে দেয়া হতো তাহলে ওরে শহরের সিগন্যালে সাতদিন ঝুলিয়ে রাখতাম
এখন তার সঠিক বিচার করেন যেন কেউ তাকে জামিন না করে,2.0,এখন তার সঠিক বিচার করেন যেন কেউ তাকে জামিন না করে
দেশে বিচার বিভাগ অাছে কিনতু বিচার নাই,0.0,দেশে বিচার বিভাগ অাছে কিনতু বিচার নাই
স্যার মাথার চুল কেটে দিলে সাথে সাথে গ্রেফতার করে  অপহরণ করে তুলে নেয় প্রশাসন ঘুমায়,0.0,স্যার মাথার চুল কেটে দিলে সাথে সাথে গ্রেফতার করে অপহরণ করে তুলে নেয় প্রশাসন ঘুমায়
কটিন কটিন বিচার হওয়া উচিত,2.0,কটিন কটিন বিচার হওয়া উচিত
আসামিকে দৃষ্টান্তমুলক শাস্তির দাবি করছি,2.0,আসামিকে দৃষ্টান্তমুলক শাস্তির দাবি করছি
বিয়ে দিলে তো হ্ইতো ছেলে টা খুব পছন্দ হয়েছে মেয়ে টা রে,2.0,বিয়ে দিলে তো হ্ইতো ছেলে টা খুব পছন্দ হয়েছে মেয়ে টা রে
অপরাধীকে তালেবানের হাতে তুলে দিন সাথে সাথে বিচার হবে,2.0,অপরাধীকে তালেবানের হাতে তুলে দিন সাথে সাথে বিচার হবে
বাংলাদেশের প্রশাসন আইন হাতে তুলতে মানা করে আবার তারা নিজেরাই বিচার করে না,0.0,বাংলাদেশের প্রশাসন আইন হাতে তুলতে মানা করে আবার তারা নিজেরাই বিচার করে না
দেশে সুশাসনের অভাব বলে আইন আছে তার বাস্তবায়ন নাই  ,0.0,দেশে সুশাসনের অভাব বলে আইন আছে তার বাস্তবায়ন নাই
হত্যার মত অপরাধের জন্য শিরচ্ছেদের মত আইন করা হোক,2.0,হত্যার মত অপরাধের জন্য শিরচ্ছেদের মত আইন করা হোক
বাংলাদেশের শুধু এগুলোই হচ্ছে কিন্তু দুর্ভাগ্যের বিষয় কোন বিচার নাই,0.0,বাংলাদেশের শুধু এগুলোই হচ্ছে কিন্তু দুর্ভাগ্যের বিষয় কোন বিচার নাই
এইসব খুনীদেরকে যদি প্রকাশ্যে ফাঁসি দেওয়া হতো তাহলে দেশটা এরকম থাকত না,2.0,এইসব খুনীদেরকে যদি প্রকাশ্যে ফাঁসি দেওয়া হতো তাহলে দেশটা এরকম থাকত না
এমন একটা আইন পাস করা হউক শিশু নির্যাতন যেন মানুষ কোন দিন ও করতে না পারে,2.0,এমন একটা আইন পাস করা হউক শিশু নির্যাতন যেন মানুষ কোন দিন ও করতে না পারে
এই অপরাধীদের কোন কথা না শুনে ফাঁশি দেওয়া হউক,2.0,এই অপরাধীদের কোন কথা না শুনে ফাঁশি দেওয়া হউক
মানুষের আচরণ দিন দিন পশুর চেয়েও খারাপ হয়ে যাচ্ছে,0.0,মানুষের আচরণ দিন দিন পশুর চেয়েও খারাপ হয়ে যাচ্ছে
দ্রুত ন্যায় বিচার করে অপরাধীদের শাস্তির আওতায় আনা হক,2.0,দ্রুত ন্যায় বিচার করে অপরাধীদের শাস্তির আওতায় আনা হক
হায়রে মানুষ কত খারাপ হলে এমন কাজ করতে পারে,0.0,হায়রে মানুষ কত খারাপ হলে এমন কাজ করতে পারে
কঠিন আইন নাই তাই মানুষদের ভয় নাই মানুষ জানোয়ার হয়ে গেছে,0.0,কঠিন আইন নাই তাই মানুষদের ভয় নাই মানুষ জানোয়ার হয়ে গেছে
আমরা এমন একটা জাতি পৃথিবির আর কোনো দেশে এমন খুন খারাপি হয় না,0.0,আমরা এমন একটা জাতি পৃথিবির আর কোনো দেশে এমন খুন খারাপি হয় না
এমন ঘটনা দেখলে বুক ফেটে যায়,0.0,এমন ঘটনা দেখলে বুক ফেটে যায়
মানুষ না জানোয়ার হয়ে গেছে এরা,0.0,মানুষ না জানোয়ার হয়ে গেছে এরা
ধিক্কার জানাই এমন মানুষদের ফাসি হয়া দরকার,2.0,ধিক্কার জানাই এমন মানুষদের ফাসি হয়া দরকার
আল্লাহ মানুষ রুপি জানোয়ার গুলাকে হেদায়েত করো,2.0,আল্লাহ মানুষ রুপি জানোয়ার গুলাকে হেদায়েত করো
এই সকল মেয়েদের কারণে সকল নারীদের সম্মানের হানি হয় এদের সঠিকভাবে বিচার করা হোক,2.0,এই সকল মেয়েদের কারণে সকল নারীদের সম্মানের হানি হয় এদের সঠিকভাবে বিচার করা হোক
সব থেকে বেশি কষ্ট লাগে যখন শুনি স্বামী হয়ে স্ত্রীকে খারাপ কাজ করতে বাধ্য করে,0.0,সব থেকে বেশি কষ্ট লাগে যখন শুনি স্বামী হয়ে স্ত্রীকে খারাপ কাজ করতে বাধ্য করে
ধন্যবাদ পুলিশ ভাইদের,1.0,ধন্যবাদ পুলিশ ভাইদের
অন্ততো একটা মামলার নিরপেক্ষো ভাবে দৃষ্টান্তমূলক শাস্তি দাও ,2.0,অন্ততো একটা মামলার নিরপেক্ষো ভাবে দৃষ্টান্তমূলক শাস্তি দাও
ধরাও পড়ে মিডিয়াতেও আসে প্রতিদিন তারপরও এইসব মেয়েদের লজ্জা হয়না ,0.0,ধরাও পড়ে মিডিয়াতেও আসে প্রতিদিন তারপরও এইসব মেয়েদের লজ্জা হয়না
পুলিশের সহযোগিতা অনেক ভালো হইছে,1.0,পুলিশের সহযোগিতা অনেক ভালো হইছে
আগেও মামলা আছে ভালই তো কিছুদিন পর জামিনে মুক্তি পেয়ে আবারও এই কাজে লিপ্ত হবে,0.0,আগেও মামলা আছে ভালই তো কিছুদিন পর জামিনে মুক্তি পেয়ে আবারও এই কাজে লিপ্ত হবে
